1,"{'num_inference_steps': 26, 'guidance_scale': 15.52487350718968, 'negative_prompt': 336, 'positive_prompt': 4707, 'guidance_rescale': 0.6976970707821888, 'num_images_per_prompt': 4, 'seed': 83}","{'num_inference_steps': 26, 'guidance_scale': 15.52487350718968, 'negative_prompt': 336, 'positive_prompt': 4707, 'guidance_rescale': 0.6976970707821888, 'num_images_per_prompt': 4, 'seed': 83}"
1,"(0.7899999999999998, 11571.3076171875)","(0.7899999999999998, 11571.3076171875)"
2,"{'num_inference_steps': 80, 'guidance_scale': 7.273698774880604, 'negative_prompt': 34, 'positive_prompt': 7473, 'guidance_rescale': 0.256491852725225, 'num_images_per_prompt': 4, 'seed': 174}","{'num_inference_steps': 80, 'guidance_scale': 18.566427292738112, 'negative_prompt': 163, 'positive_prompt': 2300, 'guidance_rescale': 0.256491852725225, 'num_images_per_prompt': 4, 'seed': 394}","{'num_inference_steps': 80, 'guidance_scale': 7.273698774880604, 'negative_prompt': 34, 'positive_prompt': 7473, 'guidance_rescale': 0.256491852725225, 'num_images_per_prompt': 4, 'seed': 174}","{'num_inference_steps': 80, 'guidance_scale': 18.566427292738112, 'negative_prompt': 34, 'positive_prompt': 5, 'guidance_rescale': 0.256491852725225, 'num_images_per_prompt': 4, 'seed': 394}","{'num_inference_steps': 73, 'guidance_scale': 18.566427292738112, 'negative_prompt': 34, 'positive_prompt': 5, 'guidance_rescale': 0.256491852725225, 'num_images_per_prompt': 4, 'seed': 394}"
2,"(0.7257142857142856, 34372.1484375)","(0.69, 34105.9140625)","(0.7257142857142856, 34372.1484375)","(0.6946666666666667, 34138.609375)","(0.6778571428571428, 31168.0078125)"
3,"{'num_inference_steps': 28, 'guidance_scale': 8.183304960863397, 'negative_prompt': 164, 'positive_prompt': 12586, 'guidance_rescale': 0.7094970717756537, 'num_images_per_prompt': 4, 'seed': 464}","{'num_inference_steps': 28, 'guidance_scale': 8.183304960863397, 'negative_prompt': 164, 'positive_prompt': 12586, 'guidance_rescale': 0.7094970717756537, 'num_images_per_prompt': 4, 'seed': 464}","{'num_inference_steps': 28, 'guidance_scale': 8.183304960863397, 'negative_prompt': 164, 'positive_prompt': 12586, 'guidance_rescale': 0.7094970717756537, 'num_images_per_prompt': 4, 'seed': 464}"
3,"(0.70375, 12519.484375)","(0.70375, 12519.484375)","(0.6435294117647058, 12483.5283203125)"
